Text,Sentiment
@CrazyLeoNet @Woodslenny @MSportLtd @FordPerformance It really looks Vantastic :) @VBGIE @FordOwnersClub @autocultureirl,Neutral
Today I finally have time to work on Xcylin again :D,Neutral
@UPCIreland Thank you. So if its a bundle shows the internet price no phone than realisticly only paying for Net?:),Positive
"@PublicProtector :) True Education is the most powerful weapon which you can use to change the world,""Nelson Mandela",Positive
@agavrilychev2  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
"Most recent trip to J&amp;K; totally loved it :D
And that's 'Chenab' there which flows into Pakistan.
#incredibleindia http://t.co/1EHnC4mxZL",Positive
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior! :),Neutral
Caught my first salmon today :D,Neutral
@annaelerihart - happy Friday! Just checking in to see if you enjoyed our Super-Blend? :),Positive
@MrsManfyDiston Thanks for following! Do get in touch if you'd like any more info about our project: youth@bipolaruk.org.uk :),Positive
Please go check out my awesome friend's stream at http://t.co/uVBD0iDwDW ! He's a fantastic artist. :),Positive
My Alma Mater :) #HighSchoolDays #ClientVisit :) @ Faith Christian School https://t.co/OiWrwoFuY1,Positive
Good luck to #LizaMinnelli for her upcoming UK appearances :-) @GaryJHorrocks @ScottGorenstein http://t.co/r1ExrOTFBP,Positive
@messiholic_ Lol 😄😄really?  I can't believe a beautiful girl like you are single :p,Positive
I will never be listening to The Hills every again :-),Neutral
@dantoml why would you listen to Beats 1? What went wrong in your life? :),Negative
@concertina226 Haha that's great :),Positive
"Getting everything ready for my Natural Pefumery Workshop at Neals Yard, Covent Garden - tomorrow :) http://t.co/WYEE7cbqOZ",Positive
@grannaHarmony fback :) indo harmos,Neutral
@ewoksurewok just Americano :),Neutral
Why am I up :-)),Neutral
@SquadKathNiels @bernardokath i LOVE the way you are :) &lt;3,Positive
@thevaas @Vasan_Bala ALWAYS Remember :),Neutral
Aww! Thank you. Beautiful pic :D  https://t.co/044Hfi99Rc,Positive
@Podolski10 heads up! :),Neutral
"@jessicaswift_13 Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/QSaoyO8CIk .Plz let us know what u think :)",Positive
"Smart, handshome, cute juga :D https://t.co/7DC0LU3j9k",Positive
@LauraSummersNow @STWevents hurray! Looking forward to meeting you too :),Positive
@tomokawaiix  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
"@liilss cause hate my course lol but I cant decide what I want to change to so Im just going to take some time off, save $$, maybe travel :)",Positive
@WoollyWormhead It's on my to do list if I'm still at the show :),Neutral
@realiseagency you too :),Neutral
@LoreTam Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive
"@jojoaro0618 @danisnotonfire @AmazingPhil Oh awesome, thank you so much! :)",Positive
@CaityYoungblood you're perfect. :),Positive
"@lcfcset Hiya, if you email our web exec, Loryn.Good@lincs-chamber.co.uk, she will be able to help you. :)",Positive
:) enjoy photos from before/when my mom was a baby http://t.co/1wqZetbvQu,Positive
BIG thx @bikechainricci 4 the kind support @SHINEUKCharity @ShineBalloons. GOOD LUCK!! :-),Positive
"""Chinas actually a girl.
That or a homosexual.""
""But we will love him/her either way."" 
:D
#HyungBot",Positive
@Gamer1811 cause i likes him a Lot :),Positive
"@mattghouse give me some time fam, I got some things in mind :-)",Neutral
Thanks God it's friday :) #jgh.,Positive
@ashtonparsonsuk @LypsylUK how lovely! :),Positive
@heartsouthwest #timetunnel 1982?. Not quite sure if my radio is set at heart :),Positive
@jackgilinsky Hiii Jack :) ily ✨✨✨,Positive
@smartcookiesam @Confarreo I played dominoes in a pub once. It all got quite heated! Enjoyed it though :D,Positive
@hostclubhowell no prob!:),Neutral
@danvpeterson Enjoy! And sorry about my hastily typed message! :),Positive
#FF @dreamshakes @marketsmatter @MrsMarketUK @CheshireLadders @Streetzine @jewellery_bank @luvthenorth444 @BlueAppleHeroes thank you :-),Positive
Can I just say a big thank you to the person who came up with the idea of screenshotting :-),Positive
"@AshrafUzma @RTAluvedAfridi 
We are not true Pakistanis :p",Positive
@Raj_Poot_ :) ... mention not,Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x36",Positive
3Points for #DreamTeam Gooo BAILEY! :) #PBB737Gold @PBBabscbn,Neutral
@crisasingson07 Thank you :),Positive
@addictionguy You drank because of it? :),Neutral
@ernezpjy its old pic :),Neutral
@sharleneyupasc1  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
I haven't gotten any sleep and I have to be up in 3 1/2 hours :))))))))))))))),Neutral
Off to #Welsh #Wales today. Yippee! :-) http://t.co/BdaXV35FYE,Neutral
@stalkerIDOL_ done :),Neutral
@fwmkian HAPPY BIRTHDAY BABY 💟💟 I MISS YOU SO MUCH AND LOVE YOU SO MUCH :)),Positive
thanks bro ! :D x,Positive
thats my lord :) http://t.co/7O5XaValPN,Neutral
Sweet :) https://t.co/025WcVvnxe,Positive
"@riprap1 We like you Michael :) Thanks for your kind words! Cheers, Em",Positive
@coxn8r Morning to you too? Not really :D U're already having fun cause its weekend right? :D ure in the future ;)) Have an amazing night,Positive
Waiting for the people to call him BIGOT :p  https://t.co/WGvM79ySv1,Neutral
@yezzer It usually is :) Are you doing front or back squats?,Neutral
@BeingSobtian1 it was so much fun really enjoyed it hope next contest will be coming soon :-) :-) :-),Positive
"Dobar dan :)
The Brand New Heavies #musicology2015 #day2 http://t.co/ejDalpfixn",Neutral
@Chileeers looks like a great way to spend a Friday afternoon! Enjoy your marathon on iflix! :),Positive
"@itsAllieFx If you need someone to talk to, I am always here :) Keep your head up.",Neutral
Officially Graduated :D http://t.co/B1jXLiL3Pi,Neutral
I'm so glad! :D Did you cry? ;__; https://t.co/YbgI6MoxnE,Negative
@Afl2277 thanks. :),Positive
"@applewriter yep, you *are* an expert on bisexuality :) Good luck!",Positive
@jiarpi20 minal aidzin yo pi :D,Neutral
@imlexapadilla  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
@Riverford The plan is: read our brand new cook book and figure out what to make for dinner tonight! :),Neutral
"@snxy lol it's a tough choice tbh i really do like every song, just some more than others :p",Positive
@JessopJill welcome... :-) :-),Positive
"chill at SMU oval :D
'Coz I am a of basketball player now. Whahahaha!
 #SOAmazing https://t.co/Y3sDCZ6RMk",Neutral
The moment I decide to log onto the account I haven't been on in years is the moment I saw the best thing ever :) http://t.co/pu6B5jodur,Positive
"@WforWoman 
A5. If I was a Girl,
My Wardrobe would only and only have ""W"" in it :))
#WSaleLove",Neutral
new user! :-),Neutral
@umar_farouk7 Welcome back to #TeamRed :),Positive
@emily_etc oh apparently I'm already a member ! Lol! Hopefully be able to come depends on the time !  :D,Positive
@Kayleigh_A all greatly appreciated! :),Positive
"@lnnamnd hi! we made some changes in our design, hope you like it :) https://t.co/EXt098Yq1b",Positive
@makotobio ahhh yes do that! :D,Positive
7th CinePambata Video Festival: Complete mechanics and official entry form may be downloaded from http://t.co/YaYzAbtHtX. Sali na! :D,Positive
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @NdumisoNkosi5,Positive
@WooDotaMel  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
when ur moms getting u swishers and ur copping Monday :) http://t.co/qEdmlJLRNt,Neutral
My Song of the Week is Ducktails - Surreal Exposure #SOTW https://t.co/BeXVWh7zIR Jingly jangly loveliness! :-),Neutral
It's the #Halesowen #BlackCountryFair tomorrow! Are any of our followers going? Come and say hello - our stand is on the High Street :-),Neutral
Good luck to @georgeeJgibsonn in the assessments today! :)  https://t.co/POpXUSh1ab,Positive
@etherealmind such mental strength! :D,Positive
@TsMagicCandy Looking beautiful. You have an amazing body. YOu just ooze sex appeal :) xx,Positive
"HOME - AmassiveoverdoseofshipS - http://t.co/2q38loegUq
latest vid from up my way..enjoy and visit my site..:)",Positive
@TheEmblaze @cnni ISIS Chan!! :D,Neutral
@SonyMAX T&amp; C noted :) #PKwalaSawaal,Neutral
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/uo3T40FtCQ.,Neutral
"@GemmaPriceUK Thanks for the follow Gemma, and enjoy New Orleans :)",Positive
"@POTUS #fever finally caught up with me \o/ \o/ \o/ .. #GESKenya 
#ObamaInKenya #MagicalKenya :-)
#GreatKenya #AllGoodThingsKE",Positive
"It is funny, that the next anime that had it, was Umaru :D",Positive
@sothcott @CaseyBatchelor @BondedByBlood2 great singer too :),Positive
@xx_dayan  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
@amiibofiguresuk looks like GAME ships to the US again! Got my order in :),Positive
she takes over my room &amp; my car once I'm gone cool :) http://t.co/kQxSNy0xK2,Positive
going to be streaming soon :),Neutral
@icy_suan thanks :),Positive
@valenaty_4ever Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive
"@naqvisahab1 

Hahaha everyone has a fun story related to that song. We got labeled as the worst batch by the principal due to it :p",Positive
@jess_o_lover101 you will get the same stuff like in March. Release that one first before starting a new one :),Positive
"#FF TOP Twoofs have a Wooftastic Wkend Guys :) 
@MerlynTheCollie
@BarksBunnies
@JessPals 
@MollySniffs
@WobblyCollie
http://t.co/fIYPR3t2Ai",Positive
@DescentHypnosis Well received but not necessary. :) https://t.co/mRAJMGm0Nm,Positive
@ayushmannk long time no see :/ where have you been ? :p,Neutral
I'll regret rn tomorrow morning but its whatever :),Negative
@BadBoyBunny @Clawzskunk That hat :D,Neutral
@bergsplace @RunJumpScrap @thatchamdad @simplybeingmum @loopyrach @Deardads1979 @mummyvsdaddy @harryshonestmum thank you :),Positive
"there will never love again in your life there is
only a success :)",Negative
@MikeyyGee_562 @thatdudegalvan_ abstinence :),Neutral
"@samm_amberr Then there will be a few ""Wtf this never happened?!!"" moments that you may or may not like. But there's a surprise thrown in :D",Negative
Start middle and finished :) http://t.co/k715EtENT3,Neutral
Im back Twitter.. :-),Neutral
@JackJackJohnson ended up happy. :))),Positive
"@marthasydenham @alexxdouglas @wordpressdotcom Lovely stuff. This needs to be repeated, relentlessly, for approximately the next 5 years. :)",Positive
@Smileformeacc  *hug* you have many :),Positive
@RuneScape @OldSchoolRS on OldSchool Runescape :),Neutral
@ourseasidebaby @MrsRobinsonme Thanks for the shout out! Have a wonderful weekend :),Positive
REST DAY!! :) https://t.co/yqaWKHap1i,Neutral
LOVELY DAAAY! :D,Positive
"#JUMMA_MUBARIK &lt;3 &lt;3 &lt;3 
to aLL #FrNds  :* 
          #StaY_BlesseD :) :) :* — feeling blessed",Positive
I can sense it :),Neutral
"@LittleMissLilia @EmInTrouble Awww, they are pussycats! :-) xx",Neutral
@min0rthreat_ hope everything is going great!! :-) lol,Positive
@PinkPeoniesBlog @helloprettysa Market on Main just launched in Pretoria. :),Positive
"'Do I care??'
'I care...'
https://t.co/gL6rL6mR70
#fahrinahmad #tengkuaaronshah #eksperimencinta :D",Positive
Tykkäsin @YouTube-videosta http://t.co/p5dAKaodMx 200sub special!! | 15e PaysafeCard Giveaway!! :) (LUE DESC!!!),Positive
2 months waiting and I finally have my @Jack_Septic_Eye hoodie! :) eeeep! Yay! #SoHappyRightNow,Positive
@FilikIrisha mmmmmm can I c them lovely azz-sets babe :-),Positive
@normabattle thx for the feedback. Glad you gained value from it. :),Positive
"@Michael5SOS good night lovely, I hope you have a peaceful nights rest, and feel refreshed when you wake up, sweet dreams :)",Positive
"@OldManGamin72 I'll never get used to that, but thank you very much. :)",Negative
@thinkingdifrnt Thanks Manthan! Stay tuned with us :),Positive
"@blogadda Freshness is the beautiful smile of my mother &amp; the determination to make the most of my day :)

#MaxFreshMove",Positive
"I'm playing Brain Dots : ) #BrainDots
http://t.co/MifDDs7CQS http://t.co/WtIWoeATPj",Positive
@JamesBourne PLEASE JAMES WHAT YOU THINK OF MY BEAUTIFUL GIRLS ARE THE LONELIEST TATTOO? You have changed my life. :) http://t.co/7ywV5U8sGU,Positive
Hi ! Girls :).wish you all a Happy #Friday.and a #magnificent #fantastic W/E.@LoriShemek @thebikinichef @AgingBackwards @pilatesbodynyc ♡♥♡♥,Positive
"@rskdance2011 @southasianartuk @Keranjeet we achieved it together! Thank you Rashmi for your time, dedication and complete inspiration!! :)",Positive
#FF #HappyFriday @szekifer @phattony138 @djchiavistelli @DJ_CharlieD @Paul___Rayner the weekend is nearly here :-),Positive
@Biblioticaa I only retweeted :),Neutral
@naturalsystah It will be updated soon I'm sure. If you sign in you can set up text alerts :) |DA,Positive
Something new :D http://t.co/3Ftb0woQhM,Neutral
Dang that is some rad @AbzuGame #fanart! :D https://t.co/bI8k8tb9ht,Neutral
@HardcoreGooners @tashagunners @kirstyburns3 @aprilburton21 @liztc2 @Miss_Boots1 @zannatur @NativeNoddy @NatG_22 @Ms_T_P CHEERS #TGIF :-),Positive
Massive congrats to Niamh Fennell here :)  Journalism Graduate Lands Dream Job Copying &amp; Pasting Tweets http://t.co/3db8Bj5trk,Positive
@ice_crystal @Elbow @MeatBingo @govindajeggy Thank you! :),Positive
Stats for the day have arrived. 5 new followers and NO unfollowers :) via http://t.co/KfqcXZSVOT.,Neutral
@mrkennyt90 Yesss I am thank you :D,Positive
"I have Ariana grande Selena Gomez Louis tomlinson Rita  Liam Payne 
Caradelevingne 🌷I trade solo dm :)",Neutral
@DomSequitur tired. But fine :) you??,Negative
@ohvdqohcdjroc Nope you can definitely still apply for this year if you want to :D #iamCA,Negative
"@ashleylynch @wetsprocket Ah, found it, thanks :)",Positive
@BOYFI_MW aftie :p,Neutral
Goodmorning :),Neutral
@AnneMOrbs  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Neutral
@bjoernknafla @s_whiteant that’s EXACTLY the look I’m going for :D,Neutral
"#ProKabaddi Koel Mallick @YourKoel recites the ""National Anthem"" for @StarSportsIndia On Day-6!!:) http://t.co/ORqau4PvVz",Neutral
"#YourNaturalLeaders and #YoungNaturalLeaders
Mon27July #Cumbria UK :) @yournaturallead 

&amp; #Flockstars Thur30July ITV
http://t.co/lYxDIByo2o",Neutral
"For most of you it is #GoodMorning but for me it is #GoodNight...
#sleeptight for me and #haveagoodday for you!  :)",Neutral
"Only one leg on September. So perhaps BB will promote the full album on September :D
http://t.co/ZV1HdZB7Nm",Positive
I still fully intend to write as many game designs as possible while there. And an attack plan for the next 6 months. &gt;:D,Negative
"To all the birds out there, come here and join us for a little fun :) #teamAdmicro http://t.co/35EZmlW16u",Positive
